corpus,tokenizer,form,pieces,occurrences,lexicon
interviews (train),e5 / XLM-R,ratico,▁ra | tico,2,False
interviews (train),e5 / XLM-R,reacciona,▁rea | ccio | na,2,False
interviews (train),e5 / XLM-R,reacciono,▁rea | ccio | no,2,False
interviews (train),e5 / XLM-R,recaigo,▁reca | igo,2,False
interviews (train),e5 / XLM-R,recuperado,▁recupera | do,2,False
interviews (train),e5 / XLM-R,reflejado,▁refleja | do,2,False
interviews (train),e5 / XLM-R,refugio,▁refugi | o,2,False
interviews (train),e5 / XLM-R,regresé,▁regres | é,2,False
interviews (train),e5 / XLM-R,relajación,▁rela | ja | ción,2,False
interviews (train),e5 / XLM-R,relájate,▁re | lá | jate,2,False
interviews (train),e5 / XLM-R,remueven,▁re | mu | even,2,False
interviews (train),e5 / XLM-R,rendido,▁rendi | do,2,False
interviews (train),e5 / XLM-R,repasar,▁repas | ar,2,False
interviews (train),e5 / XLM-R,retomando,▁reto | mando,2,False
interviews (train),e5 / XLM-R,retomar,▁reto | mar,2,False
interviews (train),e5 / XLM-R,revisando,▁revi | s | ando,2,False
interviews (train),e5 / XLM-R,revuelve,▁revue | l | ve,2,False
interviews (train),e5 / XLM-R,revés,▁re | vés,2,False
interviews (train),e5 / XLM-R,rindo,▁ri | ndo,2,False
interviews (train),e5 / XLM-R,risperidona,▁ris | peri | dona,2,False
interviews (train),e5 / XLM-R,sabiendo,▁sabi | endo,2,False
interviews (train),e5 / XLM-R,salió,▁sal | ió,2,False
interviews (train),e5 / XLM-R,saturarse,▁satura | rse,2,False
interviews (train),e5 / XLM-R,semestres,▁semestre | s,2,False
interviews (train),e5 / XLM-R,sentimentalmente,▁sentimental | mente,2,False
interviews (train),e5 / XLM-R,sentimiento,▁senti | miento,2,False
interviews (train),e5 / XLM-R,sienten,▁si | enten,2,False
interviews (train),e5 / XLM-R,sientes,▁siente | s,2,False
interviews (train),e5 / XLM-R,significativamente,▁significativa | mente,2,False
interviews (train),e5 / XLM-R,sirviendo,▁si | rvi | endo,2,False
interviews (train),e5 / XLM-R,snacks,▁snack | s,2,False
interviews (train),e5 / XLM-R,sobrellevarlo,▁sobre | lle | var | lo,2,False
interviews (train),e5 / XLM-R,sobrepienso,▁sobre | pien | so,2,False
interviews (train),e5 / XLM-R,sociable,▁soci | able,2,False
interviews (train),e5 / XLM-R,solté,▁sol | té,2,False
interviews (train),e5 / XLM-R,sube,▁sub | e,2,False
interviews (train),e5 / XLM-R,sucediendo,▁su | ced | iendo,2,False
interviews (train),e5 / XLM-R,suficientes,▁suficiente | s,2,False
interviews (train),e5 / XLM-R,supe,▁su | pe,2,False
interviews (train),e5 / XLM-R,supiera,▁sup | iera,2,False
interviews (train),e5 / XLM-R,sustentación,▁sustenta | ción,2,False
interviews (train),e5 / XLM-R,sustentar,▁sustenta | r,2,False
interviews (train),e5 / XLM-R,temor,▁te | mor,2,True
interviews (train),e5 / XLM-R,tenerla,▁tener | la,2,False
interviews (train),e5 / XLM-R,tensionantes,▁tension | antes,2,False
interviews (train),e5 / XLM-R,tercero,▁tercer | o,2,False
interviews (train),e5 / XLM-R,terminado,▁termina | do,2,False
interviews (train),e5 / XLM-R,terminarlo,▁terminar | lo,2,False
interviews (train),e5 / XLM-R,tiende,▁ti | ende,2,False
interviews (train),e5 / XLM-R,tienes,tiene | s,2,False
interviews (train),e5 / XLM-R,tocan,▁to | can,2,False
interviews (train),e5 / XLM-R,tomaba,▁toma | ba,2,False
interviews (train),e5 / XLM-R,tomarse,▁tomar | se,2,False
interviews (train),e5 / XLM-R,trabajaba,▁trabaja | ba,2,False
interviews (train),e5 / XLM-R,transcurrir,▁trans | curr | ir,2,False
interviews (train),e5 / XLM-R,trasnocharme,▁tras | no | char | me,2,False
interviews (train),e5 / XLM-R,tratan,▁trata | n,2,False
interviews (train),e5 / XLM-R,traté,▁tra | té,2,False
interviews (train),e5 / XLM-R,trazo,▁traz | o,2,False
interviews (train),e5 / XLM-R,tuvieron,▁ | tuvieron,2,False
interviews (train),e5 / XLM-R,tío,▁tí | o,2,False
interviews (train),e5 / XLM-R,vectorial,▁vec | torial,2,False
interviews (train),e5 / XLM-R,venimos,▁veni | mos,2,False
interviews (train),e5 / XLM-R,veían,▁ve | ían,2,False
interviews (train),e5 / XLM-R,vivido,▁vivi | do,2,False
interviews (train),e5 / XLM-R,viví,▁vi | ví,2,False
interviews (train),e5 / XLM-R,vivía,▁viv | ía,2,False
interviews (train),e5 / XLM-R,vuelven,▁vuelve | n,2,False
interviews (train),e5 / XLM-R,ósea,▁ó | se | a,2,False
interviews (train),e5 / XLM-R,Adicionalmente,▁Adi | cional | mente,1,False
interviews (train),e5 / XLM-R,Afectaba,▁A | fec | taba,1,False
interviews (train),e5 / XLM-R,Ahorita,▁A | hor | ita,1,False
interviews (train),e5 / XLM-R,Almorzaba,▁Al | mor | za | ba,1,False
interviews (train),e5 / XLM-R,Ansioso,▁An | si | oso,1,True
interviews (train),e5 / XLM-R,Apetito,▁A | petit | o,1,True
interviews (train),e5 / XLM-R,Asumo,▁As | umo,1,False
interviews (train),e5 / XLM-R,Aún,▁A | ún,1,False
interviews (train),e5 / XLM-R,Bastante,▁Basta | nte,1,False
interviews (train),e5 / XLM-R,Cansancio,▁Can | san | cio,1,True
interviews (train),e5 / XLM-R,Cansarme,▁Can | s | arme,1,False
interviews (train),e5 / XLM-R,Cometí,▁Come | tí,1,False
interviews (train),e5 / XLM-R,Considero,▁Consider | o,1,False
interviews (train),e5 / XLM-R,Cosas,▁Cosa | s,1,False
interviews (train),e5 / XLM-R,Demasiado,▁De | masi | ado,1,False
interviews (train),e5 / XLM-R,Divido,▁Divi | do,1,False
interviews (train),e5 / XLM-R,Dormí,▁Dor | mí,1,True
interviews (train),e5 / XLM-R,Empezando,▁Emp | ez | ando,1,False
interviews (train),e5 / XLM-R,Empiezo,▁Emp | ie | zo,1,False
interviews (train),e5 / XLM-R,Entrenando,▁Entre | na | ndo,1,False
interviews (train),e5 / XLM-R,Erda,Er | da,1,False
interviews (train),e5 / XLM-R,Escogí,▁Esco | gí,1,False
interviews (train),e5 / XLM-R,Estudiamos,▁Estudi | amos,1,False
interviews (train),e5 / XLM-R,Evidentemente,▁Evident | e | mente,1,False
interviews (train),e5 / XLM-R,Generalmente,▁General | mente,1,False
interviews (train),e5 / XLM-R,Hablando,▁Hab | lando,1,False
interviews (train),e5 / XLM-R,Hablar,▁Hab | lar,1,False
interviews (train),e5 / XLM-R,Intento,▁Inte | nto,1,False
interviews (train),e5 / XLM-R,Llegaba,▁Lle | gaba,1,False
interviews (train),e5 / XLM-R,Llegué,▁Lle | gué,1,False
interviews (train),e5 / XLM-R,Lógicamente,▁L | óg | icamente,1,False
interviews (train),e5 / XLM-R,Manejar,▁Man | e | jar,1,False
interviews (train),e5 / XLM-R,Mentalmente,▁Mental | mente,1,False
interviews (train),e5 / XLM-R,Método,▁Mé | to | do,1,False
interviews (train),e5 / XLM-R,Niveles,▁Nivel | es,1,False
interviews (train),e5 / XLM-R,Patrones,▁Patron | es,1,False
interviews (train),e5 / XLM-R,Pensando,▁Pensa | ndo,1,False
interviews (train),e5 / XLM-R,Pensar,▁Pensa | r,1,False
interviews (train),e5 / XLM-R,Peor,▁Pe | or,1,False
interviews (train),e5 / XLM-R,Precisamente,▁Precis | amente,1,False
interviews (train),e5 / XLM-R,Prácticamente,▁P | rác | ticamente,1,False
interviews (train),e5 / XLM-R,Pésimo,▁Pé | s | imo,1,False
interviews (train),e5 / XLM-R,Quiero,▁Qui | ero,1,False
interviews (train),e5 / XLM-R,Quizás,▁Qui | zás,1,False
interviews (train),e5 / XLM-R,Resulta,▁Result | a,1,False
interviews (train),e5 / XLM-R,Sacaba,▁S | acaba,1,False
interviews (train),e5 / XLM-R,Sentí,▁Sent | í,1,False
interviews (train),e5 / XLM-R,Sinceramente,▁Since | r | amente,1,False
interviews (train),e5 / XLM-R,Solía,▁Sol | ía,1,False
interviews (train),e5 / XLM-R,Supongo,▁Sup | ongo,1,False
interviews (train),e5 / XLM-R,Tenía,▁Ten | ía,1,False
interviews (train),e5 / XLM-R,Tiendo,▁T | iendo,1,False
interviews (train),e5 / XLM-R,Tomarme,▁Tomar | me,1,False
interviews (train),e5 / XLM-R,Tratar,▁Trata | r,1,False
interviews (train),e5 / XLM-R,Usualmente,▁Usu | almente,1,False
interviews (train),e5 / XLM-R,Veo,▁Ve | o,1,False
interviews (train),e5 / XLM-R,abandonarlo,▁abandonar | lo,1,False
interviews (train),e5 / XLM-R,abarca,▁a | barca,1,False
interviews (train),e5 / XLM-R,abarcarlas,▁a | barca | r | las,1,False
interviews (train),e5 / XLM-R,abarcarlo,▁a | barca | rlo,1,False
interviews (train),e5 / XLM-R,abarque,▁a | bar | que,1,False
interviews (train),e5 / XLM-R,abasto,▁aba | sto,1,False
interviews (train),e5 / XLM-R,abiertos,▁abierto | s,1,False
interviews (train),e5 / XLM-R,abrazarme,▁ab | raz | arme,1,False
interviews (train),e5 / XLM-R,abrazarse,▁ab | raz | arse,1,False
interviews (train),e5 / XLM-R,abrumo,▁a | bru | mo,1,False
interviews (train),e5 / XLM-R,abrupta,▁abrupt | a,1,False
interviews (train),e5 / XLM-R,abrupto,▁abrupt | o,1,False
interviews (train),e5 / XLM-R,abuela,▁abu | ela,1,False
interviews (train),e5 / XLM-R,abuelo,▁abu | elo,1,False
interviews (train),e5 / XLM-R,aburridos,▁ab | urri | dos,1,False
interviews (train),e5 / XLM-R,aburría,▁a | bur | ría,1,False
interviews (train),e5 / XLM-R,acababa,▁acaba | ba,1,False
interviews (train),e5 / XLM-R,acabamos,▁acaba | mos,1,False
interviews (train),e5 / XLM-R,acaso,▁a | caso,1,False
interviews (train),e5 / XLM-R,aceptable,▁acepta | ble,1,False
interviews (train),e5 / XLM-R,acercaba,▁acerca | ba,1,False
interviews (train),e5 / XLM-R,acercando,▁acerca | ndo,1,False
interviews (train),e5 / XLM-R,acercar,▁acerca | r,1,False
interviews (train),e5 / XLM-R,acercarme,▁acerca | rme,1,False
interviews (train),e5 / XLM-R,acerco,▁acer | co,1,False
interviews (train),e5 / XLM-R,achicopalado,▁ach | ico | pala | do,1,False
interviews (train),e5 / XLM-R,acomodado,▁acomoda | do,1,False
interviews (train),e5 / XLM-R,acomodar,▁acomoda | r,1,False
interviews (train),e5 / XLM-R,acompañada,▁acompaña | da,1,False
interviews (train),e5 / XLM-R,acompañamiento,▁acompaña | miento,1,False
interviews (train),e5 / XLM-R,acompleje,▁a | com | pleje,1,False
interviews (train),e5 / XLM-R,aconsejar,▁aconseja | r,1,False
interviews (train),e5 / XLM-R,acontecen,▁acontece | n,1,False
interviews (train),e5 / XLM-R,acoplarme,▁ac | op | lar | me,1,False
interviews (train),e5 / XLM-R,acordarme,▁acordar | me,1,False
interviews (train),e5 / XLM-R,acorde,▁acord | e,1,False
interviews (train),e5 / XLM-R,acostaba,▁ac | osta | ba,1,False
interviews (train),e5 / XLM-R,acostar,▁a | co | star,1,False
interviews (train),e5 / XLM-R,acostarme,▁ac | osta | rme,1,False
interviews (train),e5 / XLM-R,acostumbré,▁a | cos | tum | bré,1,False
interviews (train),e5 / XLM-R,actuara,▁actuar | a,1,False
interviews (train),e5 / XLM-R,actuó,▁a | ctu | ó,1,False
interviews (train),e5 / XLM-R,acuesta,▁acu | esta,1,False
interviews (train),e5 / XLM-R,acumulación,▁acumula | ción,1,False
interviews (train),e5 / XLM-R,acumulado,▁acumula | do,1,False
interviews (train),e5 / XLM-R,acumular,▁acumula | r,1,False
interviews (train),e5 / XLM-R,acumularon,▁acumula | ron,1,False
interviews (train),e5 / XLM-R,acumulándose,▁acum | ul | ándose,1,False
interviews (train),e5 / XLM-R,acumuló,▁acum | uló,1,False
interviews (train),e5 / XLM-R,acusaron,▁acusa | ron,1,False
interviews (train),e5 / XLM-R,adelantar,▁a | del | antar,1,False
interviews (train),e5 / XLM-R,adelantándote,▁ade | lan | tá | ndo | te,1,False
interviews (train),e5 / XLM-R,adentro,▁a | den | tro,1,False
interviews (train),e5 / XLM-R,adicionalmente,▁adicional | mente,1,False
interviews (train),e5 / XLM-R,adjudicando,▁adjudica | ndo,1,False
interviews (train),e5 / XLM-R,administrar,▁administra | r,1,False
interviews (train),e5 / XLM-R,adolescencia,▁adolesce | ncia,1,False
interviews (train),e5 / XLM-R,afectación,▁afecta | ción,1,False
interviews (train),e5 / XLM-R,afectadas,▁afecta | das,1,False
interviews (train),e5 / XLM-R,afectarme,▁afecta | rme,1,False
interviews (train),e5 / XLM-R,afectándome,▁a | fec | tán | dome,1,False
interviews (train),e5 / XLM-R,afinar,▁afin | ar,1,False
interviews (train),e5 / XLM-R,afinidad,▁afin | idad,1,False
interviews (train),e5 / XLM-R,afirmación,▁afirma | ción,1,False
interviews (train),e5 / XLM-R,afortunada,▁a | fortuna | da,1,False
interviews (train),e5 / XLM-R,afrontamiento,▁a | front | amiento,1,False
interviews (train),e5 / XLM-R,afronté,▁a | front | é,1,False
interviews (train),e5 / XLM-R,agallas,▁aga | lla | s,1,False
interviews (train),e5 / XLM-R,agarro,▁agar | ro,1,False
interviews (train),e5 / XLM-R,agitado,▁agita | do,1,False
interviews (train),e5 / XLM-R,aglomerado,▁aglomera | do,1,False
interviews (train),e5 / XLM-R,agobiado,▁ago | bi | ado,1,True
interviews (train),e5 / XLM-R,agobiante,▁ago | bi | ante,1,False
interviews (train),e5 / XLM-R,agobiantes,▁ago | bi | antes,1,False
interviews (train),e5 / XLM-R,agobio,▁ago | bio,1,True
interviews (train),e5 / XLM-R,agota,▁ago | ta,1,False
interviews (train),e5 / XLM-R,agotador,▁a | got | ador,1,False
interviews (train),e5 / XLM-R,agotadoras,▁ago | ta | doras,1,False
interviews (train),e5 / XLM-R,agotados,▁a | got | ados,1,True
interviews (train),e5 / XLM-R,agotadísimo,▁ago | tad | ísimo,1,False
interviews (train),e5 / XLM-R,agotármela,▁ago | tár | mela,1,False
interviews (train),e5 / XLM-R,agrada,▁ | agrada,1,False
interviews (train),e5 / XLM-R,agrave,▁a | grave,1,False
interviews (train),e5 / XLM-R,agregar,▁agrega | r,1,False
interviews (train),e5 / XLM-R,aguanto,▁agua | nto,1,False
interviews (train),e5 / XLM-R,aguantándomelas,▁agua | n | tán | dome | las,1,False
interviews (train),e5 / XLM-R,ahorrando,▁a | hor | rando,1,False
interviews (train),e5 / XLM-R,aisladas,▁a | isla | das,1,False
interviews (train),e5 / XLM-R,ajetreos,▁a | jet | re | os,1,False
interviews (train),e5 / XLM-R,ajá,▁a | já,1,False
interviews (train),e5 / XLM-R,alargado,▁a | larga | do,1,False
interviews (train),e5 / XLM-R,alarmarse,▁alarm | arse,1,False
interviews (train),e5 / XLM-R,alborotado,▁albo | ro | tado,1,False
interviews (train),e5 / XLM-R,alcancé,▁al | ca | ncé,1,False
interviews (train),e5 / XLM-R,alcanzo,▁al | can | zo,1,False
interviews (train),e5 / XLM-R,alegra,▁a | legra,1,False
interviews (train),e5 / XLM-R,alegro,▁ale | gro,1,False
interviews (train),e5 / XLM-R,alejan,▁ale | jan,1,False
interviews (train),e5 / XLM-R,alejar,▁ale | jar,1,False
interviews (train),e5 / XLM-R,alejo,▁ale | jo,1,False
interviews (train),e5 / XLM-R,alejé,▁ale | j | é,1,False
interviews (train),e5 / XLM-R,alergia,▁alergi | a,1,False
interviews (train),e5 / XLM-R,alimentara,▁alimentar | a,1,False
interviews (train),e5 / XLM-R,alimenticia,▁alimenti | cia,1,False
interviews (train),e5 / XLM-R,alimenticio,▁alimenti | cio,1,False
interviews (train),e5 / XLM-R,alisto,▁al | isto,1,False
interviews (train),e5 / XLM-R,aliviado,▁ali | vi | ado,1,False
interviews (train),e5 / XLM-R,allegados,▁alle | gados,1,False
interviews (train),e5 / XLM-R,almuerzos,▁al | mu | er | zos,1,False
interviews (train),e5 / XLM-R,alteradas,▁altera | das,1,False
interviews (train),e5 / XLM-R,alterar,▁altera | r,1,False
interviews (train),e5 / XLM-R,alteró,▁alter | ó,1,False
interviews (train),e5 / XLM-R,altibajos,▁al | tiba | jos,1,False
interviews (train),e5 / XLM-R,alturas,▁altura | s,1,False
interviews (train),e5 / XLM-R,amanezca,▁aman | ez | ca,1,False
interviews (train),e5 / XLM-R,amargado,▁amarga | do,1,False
interviews (train),e5 / XLM-R,amarme,▁amar | me,1,False
interviews (train),e5 / XLM-R,amistoso,▁a | mist | oso,1,False
interviews (train),e5 / XLM-R,anemia,▁an | emia,1,False
interviews (train),e5 / XLM-R,angustiada,▁angustia | da,1,True
interviews (train),e5 / XLM-R,angustiante,▁angustia | nte,1,False
interviews (train),e5 / XLM-R,angustie,▁ang | usti | e,1,False
interviews (train),e5 / XLM-R,anhela,▁an | hela,1,False
interviews (train),e5 / XLM-R,animado,▁anima | do,1,False
interviews (train),e5 / XLM-R,ansia,▁an | sia,1,False
interviews (train),e5 / XLM-R,ansiedade,▁ansiedad | e,1,False
interviews (train),e5 / XLM-R,antecedentes,▁antecede | ntes,1,False
interviews (train),e5 / XLM-R,antepasado,▁ante | pas | ado,1,False
interviews (train),e5 / XLM-R,anticipación,▁anticipa | ción,1,False
interviews (train),e5 / XLM-R,antoja,▁an | toja,1,False
interviews (train),e5 / XLM-R,antojaban,▁ | antoj | aban,1,False
interviews (train),e5 / XLM-R,antojan,▁ | antoj | an,1,False
interviews (train),e5 / XLM-R,apagado,▁apa | gado,1,False
interviews (train),e5 / XLM-R,apagarla,▁apa | gar | la,1,False
interviews (train),e5 / XLM-R,apartada,▁apart | ada,1,False
interviews (train),e5 / XLM-R,apasionan,▁apasiona | n,1,False
interviews (train),e5 / XLM-R,apegada,▁ape | gada,1,False
interviews (train),e5 / XLM-R,apego,▁ap | ego,1,False
interviews (train),e5 / XLM-R,aportando,▁aporta | ndo,1,False
interviews (train),e5 / XLM-R,apoyaba,▁apo | ya | ba,1,False
interviews (train),e5 / XLM-R,apoyarme,▁apoyar | me,1,False
interviews (train),e5 / XLM-R,apoyaron,▁apoyar | on,1,False
interviews (train),e5 / XLM-R,apoyen,▁apo | yen,1,False
interviews (train),e5 / XLM-R,apreciarlo,▁apreciar | lo,1,False
interviews (train),e5 / XLM-R,aprecio,▁apre | cio,1,False
interviews (train),e5 / XLM-R,apresurarme,▁apre | sur | arme,1,False
interviews (train),e5 / XLM-R,apropien,▁apropie | n,1,False
interviews (train),e5 / XLM-R,aprovecharlas,▁aprovechar | las,1,False
interviews (train),e5 / XLM-R,aproveché,▁a | prove | ché,1,False
interviews (train),e5 / XLM-R,apurados,▁a | pur | ados,1,False
interviews (train),e5 / XLM-R,arepas,▁are | pas,1,False
interviews (train),e5 / XLM-R,argumentar,▁argument | ar,1,False
interviews (train),e5 / XLM-R,arrancarme,▁arranca | rme,1,False
interviews (train),e5 / XLM-R,arregla,▁ar | regla,1,False
interviews (train),e5 / XLM-R,arreglarme,▁ar | regla | rme,1,False
interviews (train),e5 / XLM-R,arrepentimiento,▁arre | pent | imiento,1,False
interviews (train),e5 / XLM-R,arrepintiéndome,▁arre | pin | ti | én | dome,1,False
interviews (train),e5 / XLM-R,arruiné,▁ar | ru | i | né,1,False
interviews (train),e5 / XLM-R,aseo,▁a | seo,1,False
interviews (train),e5 / XLM-R,asignaturas,▁a | signatur | as,1,False
interviews (train),e5 / XLM-R,asisto,▁as | isto,1,False
interviews (train),e5 / XLM-R,aspiro,▁as | piro,1,False
interviews (train),e5 / XLM-R,atardecer,▁at | arde | cer,1,False
interviews (train),e5 / XLM-R,atareado,▁at | area | do,1,False
interviews (train),e5 / XLM-R,aterra,▁a | terra,1,False
interviews (train),e5 / XLM-R,aterraba,▁a | terra | ba,1,False
interviews (train),e5 / XLM-R,atienden,▁ati | enden,1,False
